run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,arrival_departure,scheduled_charter,number_flights_matched,actual_flights_unmatched,early_to_15_mins_late_percent,flts_16_to_30_mins_late_percent,flts_31_to_60_mins_late_percent,flts_61_to_180_mins_late_percent,flts_181_to_360_mins_late_percent,more_than_360_mins_late_percent,average_delay_mins,planned_flights_unmatched,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
05-Apr-2011 13:31,201101,BIRMINGHAM,AUSTRIA,INNSBRUCK,AUSTRIAN ARROWS,A,C, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 100 , 2 
05-Apr-2011 13:31,201101,BIRMINGHAM,AUSTRIA,INNSBRUCK,AUSTRIAN ARROWS,D,C, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 80 , 5 
05-Apr-2011 13:31,201101,BIRMINGHAM,AUSTRIA,INNSBRUCK,THOMSON AIRWAYS LTD,A,C, 5 , 0 , 60 , 20 , 0 , 20 , 0 , 0 , 37.2 , 0 , 5 , 60 , 13.6 
05-Apr-2011 13:31,201101,BIRMINGHAM,AUSTRIA,INNSBRUCK,THOMSON AIRWAYS LTD,D,C, 5 , 0 , 60 , 20 , 0 , 20 , 0 , 0 , 39.6 , 0 , 5 , 60 , 16.2 
05-Apr-2011 13:31,201101,BIRMINGHAM,AUSTRIA,SALZBURG,FLYBE LTD,A,C, 10 , 0 , 90 , 10 , 0 , 0 , 0 , 0 , 6.3 , 0 , 8 , 50 , 34.625 
05-Apr-2011 13:31,201101,BIRMINGHAM,AUSTRIA,SALZBURG,FLYBE LTD,D,C, 10 , 1 , 60 , 20 , 20 , 0 , 0 , 0 , 16.5 , 0 , 9 , 33.3333333333333 , 32.8888888888889 
05-Apr-2011 13:31,201101,BIRMINGHAM,AUSTRIA,SALZBURG,THOMSON AIRWAYS LTD,A,C, 5 , 0 , 60 , 0 , 0 , 0 , 20 , 20 , 124.6 , 0 , 5 , 20 , 127.4 
05-Apr-2011 13:31,201101,BIRMINGHAM,AUSTRIA,SALZBURG,THOMSON AIRWAYS LTD,D,C, 5 , 0 , 40 , 0 , 20 , 0 , 20 , 20 , 152.4 , 0 , 5 , 40 , 19 
05-Apr-2011 13:31,201101,BIRMINGHAM,BARBADOS,BRIDGETOWN,THOMSON AIRWAYS LTD,A,C, 8 , 0 , 50 , 12.5 , 0 , 12.5 , 25 , 0 , 87.375 , 0 , 11 , 45.4545454545455 , 146.272727272727 
05-Apr-2011 13:31,201101,BIRMINGHAM,BARBADOS,BRIDGETOWN,THOMSON AIRWAYS LTD,D,C, 8 , 0 , 62.5 , 0 , 0 , 0 , 25 , 12.5 , 170.875 , 0 , 9 , 55.5555555555556 , 109.333333333333 
05-Apr-2011 13:31,201101,BIRMINGHAM,BELGIUM,BRUSSELS,BRUSSELS AIRLINES,A,S, 109 , 0 , 92.6605504587156 , 2.75229357798165 , 0.917431192660551 , 2.75229357798165 , 0.917431192660551 , 0 , 6.37614678899083 , 0 , 106 , 76.4150943396226 , 13.7264150943396 
05-Apr-2011 13:31,201101,BIRMINGHAM,BELGIUM,BRUSSELS,BRUSSELS AIRLINES,D,S, 108 , 0 , 89.8148148148148 , 4.62962962962963 , 2.77777777777778 , 0.925925925925926 , 1.85185185185185 , 0 , 7.83333333333333 , 0 , 105 , 72.3809523809524 , 20.3428571428571 
05-Apr-2011 13:31,201101,BIRMINGHAM,BULGARIA,SOFIA,MONARCH AIRLINES,A,C, 1 , 0 , 0 , 0 , 0 , 0 , 100 , 0 , 185 , 0 , 0 , 0 , 0 
05-Apr-2011 13:31,201101,BIRMINGHAM,BULGARIA,SOFIA,MONARCH AIRLINES,D,C, 1 , 0 , 0 , 100 , 0 , 0 , 0 , 0 , 19 , 0 , 0 , 0 , 0 
05-Apr-2011 13:31,201101,BIRMINGHAM,BULGARIA,SOFIA,THOMSON AIRWAYS LTD,A,C, 4 , 0 , 50 , 0 , 25 , 0 , 25 , 0 , 91.5 , 0 , 5 , 100 , 6.2 
05-Apr-2011 13:31,201101,BIRMINGHAM,BULGARIA,SOFIA,THOMSON AIRWAYS LTD,D,C, 4 , 0 , 25 , 0 , 25 , 0 , 25 , 25 , 208.25 , 0 , 5 , 100 , 1.8 
05-Apr-2011 13:31,201101,BIRMINGHAM,CAPE VERDE ISLANDS,ILHA DO SAL C.VERDE,THOMSON AIRWAYS LTD,A,S, 4 , 0 , 75 , 25 , 0 , 0 , 0 , 0 , 11 , 0 , 3 , 0 , 49.3333333333333 
05-Apr-2011 13:31,201101,BIRMINGHAM,CAPE VERDE ISLANDS,ILHA DO SAL C.VERDE,THOMSON AIRWAYS LTD,D,S, 4 , 0 , 100 , 0 , 0 , 0 , 0 , 0 , 5.25 , 0 , 4 , 50 , 21 
05-Apr-2011 13:31,201101,BIRMINGHAM,CUBA,HAVANA,THOMSON AIRWAYS LTD,A,C, 1 , 0 , 0 , 0 , 0 , 0 , 0 , 100 , 363 , 0 , 0 , 0 , 0 
05-Apr-2011 13:31,201101,BIRMINGHAM,CUBA,HAVANA,THOMSON AIRWAYS LTD,D,C, 1 , 0 , 0 , 0 , 0 , 0 , 100 , 0 , 341 , 0 , 0 , 0 , 0 
05-Apr-2011 13:31,201101,BIRMINGHAM,CYPRUS,LARNACA,CYPRUS AIRWAYS,A,S, 3 , 0 , 66.6666666666667 , 0 , 33.3333333333333 , 0 , 0 , 0 , 14.3333333333333 , 0 , 5 , 60 , 37 
