run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,arrival_departure,scheduled_charter,number_flights_matched,actual_flights_unmatched,early_to_15_mins_late_percent,flts_16_to_30_mins_late_percent,flts_31_to_60_mins_late_percent,flts_61_to_180_mins_late_percent,flts_181_to_360_mins_late_percent,more_than_360_mins_late_percent,average_delay_mins,planned_flights_unmatched,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
3/3/2017 10:45:40 AM,201609,ABERDEEN,BULGARIA,BURGAS,BH AIR,A,C,5,0,60,40,0,0,0,0,14.4,0,4,100,1.25
3/3/2017 10:45:40 AM,201609,ABERDEEN,BULGARIA,BURGAS,BH AIR,D,C,4,0,75,25,0,0,0,0,12.75,0,3,100,3.333333333
3/3/2017 10:45:40 AM,201609,ABERDEEN,DENMARK,COPENHAGEN,SAS,A,S,44,0,72.72727273,22.72727273,4.545454545,0,0,0,10.54545,44,46,95.65217391,1.695652174
3/3/2017 10:45:40 AM,201609,ABERDEEN,DENMARK,COPENHAGEN,SAS,D,S,44,0,79.54545455,13.63636364,6.818181818,0,0,0,8.40909,44,46,97.82608696,1.717391304
3/3/2017 10:45:40 AM,201609,ABERDEEN,DENMARK,ESBJERG,BMI REGIONAL,A,S,24,0,75,4.166666667,4.166666667,16.66666667,0,0,17.95833,24,26,80.76923077,9.653846154
3/3/2017 10:45:40 AM,201609,ABERDEEN,DENMARK,ESBJERG,BMI REGIONAL,D,S,24,0,75,4.166666667,0,20.83333333,0,0,21.95833,24,26,80.76923077,9.423076923
3/3/2017 10:45:40 AM,201609,ABERDEEN,DENMARK,ESBJERG,CITY JET,A,C,1,0,100,0,0,0,0,0,10,0,0,0,0
3/3/2017 10:45:40 AM,201609,ABERDEEN,DENMARK,ESBJERG,CITY JET,D,S,1,0,0,0,0,100,0,0,91,1,0,0,0
3/3/2017 10:45:40 AM,201609,ABERDEEN,DENMARK,ESBJERG,DANISH AIR TRANSPORT,A,S,1,0,0,100,0,0,0,0,25,0,0,0,0
3/3/2017 10:45:40 AM,201609,ABERDEEN,DENMARK,ESBJERG,DANISH AIR TRANSPORT,D,S,1,0,0,0,0,100,0,0,85,0,0,0,0
3/3/2017 10:45:40 AM,201609,ABERDEEN,FRANCE,PARIS (CHARLES DE GAULLE),AIR FRANCE,A,S,84,0,90.47619048,7.142857143,1.19047619,1.19047619,0,0,5.30952,84,0,0,0
3/3/2017 10:45:40 AM,201609,ABERDEEN,FRANCE,PARIS (CHARLES DE GAULLE),AIR FRANCE,D,S,84,0,86.90476191,5.952380952,4.761904762,2.380952381,0,0,7.2381,84,0,0,0
3/3/2017 10:45:40 AM,201609,ABERDEEN,FRANCE,PARIS (CHARLES DE GAULLE),HOP - R C A E ,A,S,0,0,0,0,0,0,0,0,0,0,85,80,7.752941176
3/3/2017 10:45:40 AM,201609,ABERDEEN,FRANCE,PARIS (CHARLES DE GAULLE),HOP - R C A E ,D,S,0,0,0,0,0,0,0,0,0,0,84,85.71428571,7.119047619
3/3/2017 10:45:40 AM,201609,ABERDEEN,GERMANY,FRANKFURT MAIN,LUFTHANSA,A,S,59,0,76.27118644,16.94915254,3.389830508,1.694915254,0,1.694915254,23.40678,60,86,86.04651163,6.581395349
3/3/2017 10:45:40 AM,201609,ABERDEEN,GERMANY,FRANKFURT MAIN,LUFTHANSA,D,S,58,0,87.93103448,8.620689655,0,1.724137931,0,1.724137931,15.06897,60,86,93.02325581,4.697674419
3/3/2017 10:45:40 AM,201609,ABERDEEN,GREECE,CORFU,EUROPE AIRPOST,A,C,5,0,100,0,0,0,0,0,0,0,4,100,0
3/3/2017 10:45:40 AM,201609,ABERDEEN,GREECE,CORFU,EUROPE AIRPOST,D,C,5,0,100,0,0,0,0,0,2.4,0,4,100,5
3/3/2017 10:45:40 AM,201609,ABERDEEN,ICELAND,KEFLAVIK,FLUGFELAG ISLANDS(AIR ICELAND),A,S,15,0,86.66666667,13.33333333,0,0,0,0,7.33333,17,0,0,0
